"ubigeo","departamento","provincia","distrito","edad","sexo","poblacion","fuente_base","variable_edad","variable_sexo","selection","fetched_at","redatam_table_url"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",55,"Hombre",311,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",56,"Hombre",279,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",57,"Hombre",312,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",58,"Hombre",273,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",59,"Hombre",318,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",60,"Hombre",286,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",61,"Hombre",299,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",62,"Hombre",249,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",63,"Hombre",283,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",64,"Hombre",260,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",65,"Hombre",235,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",66,"Hombre",239,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",67,"Hombre",229,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",68,"Hombre",226,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",69,"Hombre",233,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",70,"Hombre",203,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",71,"Hombre",179,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",72,"Hombre",169,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",73,"Hombre",155,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",74,"Hombre",137,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",75,"Hombre",162,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",76,"Hombre",109,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",77,"Hombre",131,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",78,"Hombre",132,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",79,"Hombre",106,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",80,"Hombre",107,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",81,"Hombre",93,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",82,"Hombre",99,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",83,"Hombre",70,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",84,"Hombre",80,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",85,"Hombre",64,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",86,"Hombre",50,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",87,"Hombre",53,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",88,"Hombre",41,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",89,"Hombre",44,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",90,"Hombre",31,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",91,"Hombre",21,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",92,"Hombre",23,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",93,"Hombre",13,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",94,"Hombre",15,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",95,"Hombre",9,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",96,"Hombre",8,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",97,"Hombre",2,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",98,"Hombre",2,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",99,"Hombre",3,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",100,"Hombre",1,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",101,"Hombre",3,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",102,"Hombre",1,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",104,"Hombre",0,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",105,"Hombre",0,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",106,"Hombre",0,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",108,"Hombre",0,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",0,"Mujer",283,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",1,"Mujer",310,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",2,"Mujer",329,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",3,"Mujer",318,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",4,"Mujer",340,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",5,"Mujer",318,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",6,"Mujer",314,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",7,"Mujer",351,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",8,"Mujer",310,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",9,"Mujer",335,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",10,"Mujer",301,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",11,"Mujer",328,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",12,"Mujer",344,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",13,"Mujer",321,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",14,"Mujer",318,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",15,"Mujer",349,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",16,"Mujer",354,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",17,"Mujer",426,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",18,"Mujer",428,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",19,"Mujer",429,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",20,"Mujer",420,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
"150120","LIMA","LIMA","MAGDALENA DEL MAR",21,"Mujer",468,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_150120.sel","2026-05-03T17:04:40-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\114093\~tmp_11409301.htm&TYPE=TMP"
